房屋信息,房屋价格,房屋位置,房屋单价
理想青年荟  | 2室1厅 | 65平米 | 南 | 精装 | 有电梯,520,天河公园,单价80000元/平米
碧桂园凤凰城凤晴苑  | 2室2厅 | 80平米 | 南 | 简装,220,新塘,单价27500元/平米
碧桂园凤凰城凤馨苑  | 3室2厅 | 95平米 | 南 | 简装,235,新塘,单价24737元/平米
华荟南景园  | 3室2厅 | 124.1平米 | 东北 | 其他 | 有电梯,310,沙湾,单价24980元/平米
金碧领秀国际  | 2室2厅 | 83.31平米 | 南 | 精装 | 有电梯,340,区府,单价40812元/平米
聚德花园  | 2室1厅 | 67平米 | 南 | 简装 | 无电梯,235,赤岗,单价35075元/平米
翠湖山庄  | 3室2厅 | 112平米 | 西北 | 其他 | 有电梯,480,天河公园,单价42858元/平米
华南碧桂园翠宏台  | 3室2厅 | 89平米 | 西南 | 精装 | 无电梯,360,华南,单价40450元/平米
骏逸苑  | 6室2厅 | 184.47平米 | 南 北 | 精装,1125.3,珠江新城东,单价61001元/平米
琴海居  | 2室2厅 | 83.68平米 | 南 | 精装,490,赤岗,单价58557元/平米
穗园小区  | 3室2厅 | 101平米 | 南 北 | 其他 | 有电梯,670,天润路,单价66337元/平米
祥龙花园  | 4室2厅 | 126平米 | 南 | 其他 | 有电梯,630,天河北,单价50000元/平米
翠逸家园  | 3室1厅 | 87.32平米 | 东北 | 其他 | 有电梯,350,机场路,单价40083元/平米
南湖半山豪庭东苑  | 2室2厅 | 86.18平米 | 南 北 | 精装,260,南湖,单价30170元/平米
广地花园  | 2室2厅 | 87.38平米 | 北 | 其他 | 有电梯,242,华南,单价27696元/平米
金碧世纪花园  | 2室2厅 | 64.17平米 | 北 | 简装,233,区府,单价36310元/平米
广海花园二期  | 2室2厅 | 61.71平米 | 西南 | 其他,285,天河公园,单价46184元/平米
湖滨苑  | 3室1厅 | 117平米 | 南 | 其他,450,东湖,单价38462元/平米
麓景路下塘南约直街  | 4室2厅 | 144.5平米 | 东南 | 简装,600,麓景,单价41523元/平米
广州碧桂园翠苑  | 2室1厅 | 80.5平米 | 西南 | 其他,230,南浦,单价28572元/平米
庄士映蝶蓝湾二期  | 3室2厅 | 101平米 | 南 | 其他,230,石楼镇,单价22773元/平米
光大花园榕景四季  | 3室2厅 | 104平米 | 南 | 其他 | 有电梯,585,工业大道北,单价56250元/平米
尚东尚筑  | 3室2厅 | 92.36平米 | 南 北 | 其他 | 有电梯,282,市桥,单价30533元/平米
文昌南路翁源巷  | 1室0厅 | 28平米 | 南 | 其他,76,西关,单价27143元/平米
富力院士庭  | 1室1厅 | 55.62平米 | 东 | 简装 | 有电梯,280,东莞庄,单价50342元/平米
新都盛世名门  | 2室2厅 | 76.62平米 | 南 | 其他,210,新塘,单价27408元/平米
珠江水泥厂宿舍矿泉北街  | 3室2厅 | 95平米 | 东南 | 其他 | 无电梯,209,机场路,单价22000元/平米
祈福新村迎风阁  | 3室2厅 | 105.57平米 | 北 | 简装,300,祈福,单价28418元/平米
佳信花园  | 2室2厅 | 83.77平米 | 北 | 简装,460,赤岗,单价54913元/平米
龙口东档案馆房改  | 4室2厅 | 164.13平米 | 南 | 简装,1116.1,龙口西,单价68000元/平米
美好居  | 2室2厅 | 77.82平米 | 东北 | 简装,350,车陂,单价44976元/平米
春晖苑  | 3室2厅 | 105平米 | 西 | 其他 | 有电梯,420,东莞庄,单价40000元/平米
增槎路榕桂街  | 2室1厅 | 53平米 | 西南 | 其他 | 无电梯,95,罗冲围,单价17925元/平米
西门口广场  | 2室2厅 | 71.49平米 | 南 | 简装 | 有电梯,370,西华路,单价51756元/平米
丽江花园丽波楼  | 2室1厅 | 88平米 | 西南 | 简装 | 无电梯,234,南浦,单价26591元/平米
麓景路下塘南约直街  | 3室1厅 | 83.3平米 | 北 | 简装,268,麓景,单价32173元/平米
翡翠绿洲森林半岛  | 2室2厅 | 72.73平米 | 南 北 | 简装 | 有电梯,175,新塘,单价24062元/平米
美林海岸花园  | 2室2厅 | 62.5平米 | 东北 | 精装 | 无电梯,368,员村,单价58880元/平米
美林海岸花园  | 2室2厅 | 86.5平米 | 东北 | 精装 | 有电梯,500,员村,单价57804元/平米
尚雅苑尚雅街  | 2室2厅 | 76.21平米 | 东南 | 简装 | 无电梯,350.6,天河南,单价46001元/平米
南湖半山豪庭东苑  | 3室2厅 | 95.42平米 | 南 | 简装 | 有电梯,280,南湖,单价29344元/平米
乐得花园  | 1室1厅 | 28平米 | 西 | 简装 | 有电梯,85,白云大道北,单价30358元/平米
京溪尚苑  | 2室2厅 | 78.36平米 | 南 | 简装 | 有电梯,240,同和,单价30628元/平米
雅郡花园会展新世界水蓝郡  | 4室2厅 | 183.74平米 | 南 北 | 其他 | 有电梯,1100,琶洲,单价59868元/平米
新岗栏东大院  | 4室2厅 | 111.33平米 | 南 北 | 其他,455,天河公园,单价40870元/平米
绿庭苑  | 1室2厅 | 61.48平米 | 东北 | 简装,388,体育中心,单价63110元/平米
时代玫瑰园  | 3室1厅 | 96.66平米 | 西 | 其他 | 有电梯,390,白云大道北,单价40348元/平米
海天花园  | 3室1厅 | 81.1平米 | 南 | 简装,230,洛溪,单价28361元/平米
岭南新世界  | 2室2厅 | 75.48平米 | 东 | 其他 | 有电梯,350,白云大道北,单价46370元/平米
时代玫瑰园  | 3室1厅 | 117.39平米 | 南 | 其他 | 有电梯,470,白云大道北,单价40038元/平米
环宇花园文景阁  | 1室1厅 | 32平米 | 西 | 简装 | 有电梯,160,天河公园,单价50000元/平米
石化生活区  | 1室1厅 | 37平米 | 南 北 | 简装 | 无电梯,80,区府,单价21622元/平米
石化生活区  | 1室1厅 | 40平米 | 南 北 | 简装 | 无电梯,88,区府,单价22000元/平米
中海誉城北苑  | 2室2厅 | 87.58平米 | 北 | 其他 | 有电梯,220,科学城,单价25120元/平米
华南碧桂园岭御苑  | 2室2厅 | 85.05平米 | 西南 | 精装,305,华南,单价35862元/平米
保利香逸花园  | 3室2厅 | 89.03平米 | 北 | 精装,316,沙湾,单价35494元/平米
万科新里程  | 3室2厅 | 89.15平米 | 南 | 其他,320,科学城,单价35895元/平米
金碧花园第二金碧  | 2室1厅 | 61平米 | 北 | 精装 | 有电梯,245,金碧,单价40164元/平米
金海花园  | 3室1厅 | 104.85平米 | 南 北 | 其他 | 有电梯,620,龙口西,单价59133元/平米
远洋明苑  | 1室1厅 | 48平米 | 西南 | 其他 | 有电梯,200,东圃,单价41667元/平米
骏朗轩  | 2室1厅 | 69.49平米 | 东 西 | 其他 | 有电梯,500,建设路,单价71953元/平米
聚德花园  | 2室1厅 | 78.9平米 | 东 | 精装 | 有电梯,268,赤岗,单价33968元/平米
紫荆花园  | 2室1厅 | 66.31平米 | 西 | 其他,205,新市,单价30916元/平米
丰逸尚居  | 2室1厅 | 56.34平米 | 北 | 其他 | 有电梯,215,区府,单价38162元/平米
南翠苑  | 2室1厅 | 47平米 | 南 | 简装,138,昌岗,单价29362元/平米
富力现代广场  | 3室2厅 | 112平米 | 南 北 | 其他 | 有电梯,550,工业大道北,单价49108元/平米
丽江花园星海洲  | 2室1厅 | 66平米 | 西南 | 简装 | 有电梯,200,南浦,单价30304元/平米
广州富力城  | 2室2厅 | 81.56平米 | 东北 | 简装 | 有电梯,225,黄石路,单价27588元/平米
豪利花园  | 3室2厅 | 99.52平米 | 南 | 其他 | 有电梯,226,新区,单价22710元/平米
祈福新村迎风阁  | 3室2厅 | 120.8平米 | 北 | 毛坯 | 有电梯,368,祈福,单价30464元/平米
亚运城天誉  | 3室2厅 | 149平米 | 南 | 其他 | 有电梯,370,亚运城,单价24833元/平米
华景新城信华花园  | 4室2厅 | 145平米 | 南 北 | 其他 | 有电梯,980,华景新城,单价67587元/平米
自在城市花园  | 2室2厅 | 77平米 | 南 | 简装 | 有电梯,228,华南,单价29611元/平米
帝景苑  | 3室2厅 | 124平米 | 北 | 其他 | 有电梯,750,龙口西,单价60484元/平米
旭景家园B区  | 3室2厅 | 106.96平米 | 南 | 其他 | 有电梯,435,东圃,单价40670元/平米
云珠花园  | 3室2厅 | 113平米 | 北 | 其他 | 有电梯,270,旧区,单价23894元/平米
骏景花园  | 4室2厅 | 165平米 | 南 | 简装,800,棠下,单价48485元/平米
金燕花园  | 3室2厅 | 98.29平米 | 北 | 其他 | 有电梯,390,粤垦,单价39679元/平米
岭南新世界嘉云府  | 4室2厅 | 175平米 | 南 | 其他 | 有电梯,810,白云大道北,单价46286元/平米
远洋明珠大厦  | 3室1厅 | 118平米 | 南 | 精装 | 有电梯,750,珠江新城西,单价63560元/平米
华景新城逸馨居  | 3室2厅 | 108.2平米 | 东北 | 毛坯 | 有电梯,540,华景新城,单价49908元/平米
育蕾小区育蕾三街  | 2室1厅 | 70.36平米 | 南 北 | 简装 | 无电梯,348,天河南,单价49460元/平米
保利心语花园  | 3室2厅 | 110平米 | 北 | 其他 | 有电梯,950,珠江新城中,单价86364元/平米
龙光峰景华庭  | 3室2厅 | 89平米 | 西北 | 其他,258,科学城,单价28989元/平米
中海康城  | 3室2厅 | 87.5平米 | 北 | 其他 | 有电梯,395,黄村,单价45143元/平米
同逸苑  | 1室1厅 | 45平米 | 北 | 其他 | 无电梯,135,同德围,单价30000元/平米
自在城市花园  | 2室2厅 | 77平米 | 南 | 简装 | 有电梯,228,华南,单价29611元/平米
帝景苑  | 3室2厅 | 124平米 | 北 | 其他 | 有电梯,750,龙口西,单价60484元/平米
棠德花园  | 2室1厅 | 61平米 | 东 | 其他 | 无电梯,220,棠下,单价36066元/平米
保利西海岸英伦堡花园  | 3室2厅 | 95.08平米 | 西南 | 其他 | 有电梯,330,金沙洲,单价34708元/平米
保利春天里  | 3室2厅 | 94.77平米 | 南 | 其他 | 有电梯,325,金沙洲,单价34294元/平米
天寿路  | 3室2厅 | 87平米 | 南 北 | 精装,415,天润路,单价47702元/平米
天河鸿运花园  | 3室2厅 | 84平米 | 东 | 其他 | 无电梯,330,天河公园,单价39286元/平米
东华花园  | 3室2厅 | 109平米 | 南 | 简装 | 无电梯,260,市桥,单价23854元/平米
岭南新世界嘉云府  | 4室2厅 | 175平米 | 南 | 其他 | 有电梯,810,白云大道北,单价46286元/平米
远洋明珠大厦  | 3室1厅 | 118平米 | 南 | 精装 | 有电梯,750,珠江新城西,单价63560元/平米
华景新城逸馨居  | 3室2厅 | 108.2平米 | 东北 | 毛坯 | 有电梯,540,华景新城,单价49908元/平米
龙光峰景华庭  | 3室2厅 | 89平米 | 西北 | 其他,258,科学城,单价28989元/平米
同逸苑  | 1室1厅 | 45平米 | 北 | 其他 | 无电梯,135,同德围,单价30000元/平米
星汇园  | 4室2厅 | 113平米 | 北 | 其他 | 有电梯,880,珠江新城西,单价77877元/平米
惠百氏广场  | 2室2厅 | 75.03平米 | 西 | 其他 | 有电梯,170,新塘,单价22658元/平米
应元路  | 2室1厅 | 60.12平米 | 南 北 | 简装 | 无电梯,350,小北,单价58217元/平米
祈福新村山泉居  | 2室2厅 | 63平米 | 北 | 其他 | 无电梯,180,祈福,单价28572元/平米
丽江花园丽茵楼  | 2室2厅 | 66平米 | 东南 | 其他 | 无电梯,170,南浦,单价25758元/平米
亚运城媒体北村  | 2室2厅 | 80平米 | 南 | 其他,200,亚运城,单价25000元/平米
南洲花苑A区  | 2室1厅 | 62.96平米 | 南 | 其他 | 无电梯,170,金碧,单价27002元/平米
晓港湾明华苑  | 2室1厅 | 43.06平米 | 东南 | 简装 | 无电梯,155,金碧,单价35997元/平米
南洲花苑A区  | 2室1厅 | 63.93平米 | 东 | 简装 | 无电梯,170,金碧,单价26592元/平米
金碧世纪花园  | 2室2厅 | 69平米 | 南 | 简装 | 有电梯,260,区府,单价37682元/平米
景泰新村景泰西三巷  | 2室2厅 | 61平米 | 西 | 其他 | 无电梯,175,广园路,单价28689元/平米
汇侨新城北区  | 2室1厅 | 70平米 | 东 | 其他 | 有电梯,200,新市,单价28572元/平米
珠江俊园  | 3室2厅 | 106.27平米 | 西南 | 其他 | 有电梯,660,华景新城,单价62106元/平米
盈彩美居  | 3室2厅 | 101.8平米 | 西南 | 精装 | 有电梯,460,东圃,单价45187元/平米
万科城市花园  | 3室2厅 | 89.8平米 | 南 北 | 其他 | 有电梯,350,区府,单价38976元/平米
尚东尚筑  | 3室2厅 | 112.91平米 | 东南 | 其他 | 有电梯,340,市桥,单价30113元/平米
芳村花园  | 2室2厅 | 96平米 | 东南 | 简装 | 有电梯,315,龙溪,单价32813元/平米
丽江花园华林居  | 2室1厅 | 72平米 | 西南 | 其他 | 无电梯,235,南浦,单价32639元/平米
金碧世纪花园  | 2室2厅 | 71平米 | 南 | 精装 | 有电梯,268,区府,单价37747元/平米
鸿城花园  | 2室2厅 | 81.3平米 | 东北 | 其他 | 有电梯,200,市桥,单价24601元/平米
丽江花园星海洲  | 2室2厅 | 81平米 | 西北 | 简装,210,南浦,单价25926元/平米
芳村花园  | 2室2厅 | 92.77平米 | 东北 | 其他 | 有电梯,310,龙溪,单价33416元/平米
丽江花园德泽楼  | 2室1厅 | 71.1平米 | 西北 | 其他 | 有电梯,175,南浦,单价24614元/平米
周门小区周门街  | 2室1厅 | 59.69平米 | 南 北 | 其他 | 无电梯,188,荔湾路,单价31497元/平米
南华时代城  | 3室1厅 | 115.45平米 | 东南 | 其他 | 有电梯,238,铁路西,单价20615元/平米
南国奥林匹克花园北奥一路  | 3室2厅 | 102.5平米 | 北 | 精装 | 无电梯,350,华南,单价34147元/平米
周门园中园小区  | 1室1厅 | 37.75平米 | 北 | 简装 | 无电梯,110,荔湾路,单价29140元/平米
丽江花园丽波楼  | 2室1厅 | 63.1平米 | 西南 | 简装 | 无电梯,165,南浦,单价26149元/平米
鸿景园  | 3室2厅 | 117.95平米 | 东北 | 简装 | 有电梯,708,天润路,单价60026元/平米
南国奥林匹克花园北奥二路  | 2室2厅 | 78.4平米 | 南 | 其他 | 无电梯,300,华南,单价38266元/平米
祈福水城  | 3室2厅 | 88.54平米 | 南 | 其他 | 有电梯,245,沙湾,单价27672元/平米
越秀可逸江畔  | 3室2厅 | 134.71平米 | 南 | 其他 | 有电梯,440,沙湾,单价32663元/平米
天诚广场世纪华都  | 2室2厅 | 70.19平米 | 东南 | 简装 | 有电梯,445,天河北,单价63400元/平米
汇侨新城南区  | 2室1厅 | 66.43平米 | 东 | 其他 | 无电梯,170,新市,单价25591元/平米
丽江花园丽茵楼  | 2室2厅 | 66平米 | 东南 | 其他 | 无电梯,170,南浦,单价25758元/平米
亚运城媒体北村  | 2室2厅 | 80平米 | 南 | 其他,200,亚运城,单价25000元/平米
南洲花苑A区  | 2室1厅 | 62.96平米 | 南 | 其他 | 无电梯,170,金碧,单价27002元/平米
晓港湾明华苑  | 2室1厅 | 43.06平米 | 东南 | 简装 | 无电梯,155,金碧,单价35997元/平米
南洲花苑A区  | 2室1厅 | 63.93平米 | 东 | 简装 | 无电梯,170,金碧,单价26592元/平米
金碧世纪花园  | 2室2厅 | 69平米 | 南 | 简装 | 有电梯,260,区府,单价37682元/平米
景泰新村景泰西三巷  | 2室2厅 | 61平米 | 西 | 其他 | 无电梯,175,广园路,单价28689元/平米
汇侨新城北区  | 2室1厅 | 70平米 | 东 | 其他 | 有电梯,200,新市,单价28572元/平米
昌乐园  | 2室1厅 | 67.5平米 | 北 | 其他 | 无电梯,270,员村,单价40000元/平米
江南新村  | 2室2厅 | 78平米 | 南 | 其他 | 无电梯,153,市桥,单价19616元/平米
亚运城媒体北村  | 2室2厅 | 84平米 | 南 | 其他,230,亚运城,单价27381元/平米
景泰新村景泰北街  | 2室1厅 | 67.56平米 | 南 | 简装 | 无电梯,180,广园路,单价26643元/平米
丽江花园星海洲  | 3室1厅 | 111.6平米 | 东南 | 其他 | 有电梯,330,南浦,单价29570元/平米
金碧花园第二金碧  | 3室2厅 | 107.14平米 | 北 | 简装 | 有电梯,460,金碧,单价42935元/平米
汇侨新城南区  | 3室2厅 | 103.56平米 | 西 | 其他 | 有电梯,280,新市,单价27038元/平米
汇侨新城北区  | 2室2厅 | 70平米 | 北 | 其他 | 有电梯,203,新市,单价29000元/平米
光大花园  | 3室1厅 | 89.63平米 | 北 | 其他,470,工业大道北,单价52438元/平米
雅居乐城南源著  | 3室2厅 | 96.25平米 | 西南 | 毛坯,305,沙湾,单价31689元/平米
富力天朗明居S区  | 2室1厅 | 72.89平米 | 东 | 简装 | 有电梯,310,棠下,单价42530元/平米
碧翠苑  | 3室1厅 | 77.02平米 | 东南 | 其他 | 无电梯,245,麓景,单价31810元/平米
尚领时代  | 2室2厅 | 79.27平米 | 东南 | 精装 | 有电梯,330,金碧,单价41630元/平米
名门大厦  | 4室2厅 | 151平米 | 东南 | 其他 | 有电梯,800,珠江新城西,单价52981元/平米
海天花苑  | 4室2厅 | 150.22平米 | 东北 | 简装,550,滨江东,单价36613元/平米
鸿城花园  | 3室2厅 | 96.9平米 | 南 | 简装 | 有电梯,268,市桥,单价27658元/平米
海天花苑  | 2室1厅 | 80平米 | 东北 | 简装 | 有电梯,320,滨江东,单价40000元/平米
周门小区周门西街  | 2室1厅 | 44平米 | 东 | 其他 | 无电梯,165,荔湾路,单价37500元/平米
利雅湾  | 3室2厅 | 110平米 | 东北 | 简装 | 有电梯,990,珠江新城中,单价90000元/平米
周门园中园小区  | 1室1厅 | 37.75平米 | 北 | 简装 | 无电梯,110,荔湾路,单价29140元/平米
丽江花园丽波楼  | 2室1厅 | 63.1平米 | 西南 | 简装 | 无电梯,165,南浦,单价26149元/平米
鸿景园  | 3室2厅 | 117.95平米 | 东北 | 简装 | 有电梯,708,天润路,单价60026元/平米
金碧世纪花园  | 2室1厅 | 65.35平米 | 南 | 简装 | 有电梯,250,区府,单价38256元/平米
汇侨新城北区  | 2室1厅 | 70平米 | 北 | 简装 | 有电梯,200,新市,单价28572元/平米
蓝色康园  | 3室2厅 | 112.49平米 | 北 | 精装 | 有电梯,776,滨江东,单价68984元/平米
嘉鸿花园金玫瑰园  | 2室1厅 | 56.64平米 | 东南 | 其他 | 有电梯,238,金碧,单价42020元/平米
广园云苑新村  | 2室1厅 | 52.23平米 | 西北 | 其他 | 无电梯,150,广园路,单价28720元/平米
棠德花园  | 2室1厅 | 60平米 | 西 | 简装 | 无电梯,200,棠下,单价33334元/平米
汇侨新城南区  | 2室1厅 | 66.43平米 | 东 | 其他 | 无电梯,170,新市,单价25591元/平米
富力桃园  | 2室1厅 | 74.08平米 | 东北 | 其他 | 有电梯,255,罗冲围,单价34423元/平米
春庭花园  | 2室1厅 | 62平米 | 西 | 简装 | 无电梯,145,白云大道北,单价23388元/平米
珠江俊园  | 3室2厅 | 106.27平米 | 西南 | 其他 | 有电梯,660,华景新城,单价62106元/平米
盈彩美居  | 3室2厅 | 101.8平米 | 西南 | 精装 | 有电梯,460,东圃,单价45187元/平米
万科城市花园  | 3室2厅 | 89.8平米 | 南 北 | 其他 | 有电梯,350,区府,单价38976元/平米
尚东尚筑  | 3室2厅 | 112.91平米 | 东南 | 其他 | 有电梯,340,市桥,单价30113元/平米
丽江花园德汇楼  | 2室1厅 | 74平米 | 西北 | 简装 | 有电梯,205,南浦,单价27703元/平米
海天花苑  | 4室2厅 | 150.22平米 | 东北 | 简装,550,滨江东,单价36613元/平米
鸿城花园  | 3室2厅 | 96.9平米 | 南 | 简装 | 有电梯,268,市桥,单价27658元/平米
海天花苑  | 2室1厅 | 80平米 | 东北 | 简装 | 有电梯,320,滨江东,单价40000元/平米
周门小区周门西街  | 2室1厅 | 44平米 | 东 | 其他 | 无电梯,165,荔湾路,单价37500元/平米
利雅湾  | 3室2厅 | 110平米 | 东北 | 简装 | 有电梯,990,珠江新城中,单价90000元/平米
白沙新村  | 2室1厅 | 65平米 | 东 | 简装 | 无电梯,148,机场路,单价22770元/平米
三堂路金城大街  | 3室1厅 | 64.3平米 | 南 | 其他,83,市桥,单价12909元/平米
万科金色荔苑  | 3室1厅 | 81.52平米 | 南 北 | 其他 | 有电梯,475,西关,单价58268元/平米
富力天朗明居N区  | 3室2厅 | 86.9平米 | 南 | 其他 | 有电梯,440,棠下,单价50633元/平米
金碧世纪花园  | 2室1厅 | 65.35平米 | 南 | 简装 | 有电梯,250,区府,单价38256元/平米
汇侨新城北区  | 2室1厅 | 70平米 | 北 | 简装 | 有电梯,200,新市,单价28572元/平米
蓝色康园  | 3室2厅 | 112.49平米 | 北 | 精装 | 有电梯,776,滨江东,单价68984元/平米
嘉鸿花园金玫瑰园  | 2室1厅 | 56.64平米 | 东南 | 其他 | 有电梯,238,金碧,单价42020元/平米
亚运城媒体南村  | 2室2厅 | 76平米 | 南 | 其他,230,亚运城,单价30264元/平米
广园云苑新村  | 2室1厅 | 52.23平米 | 西北 | 其他 | 无电梯,150,广园路,单价28720元/平米
棠德花园  | 2室1厅 | 60平米 | 西 | 简装 | 无电梯,200,棠下,单价33334元/平米
富力桃园  | 2室1厅 | 74.08平米 | 东北 | 其他 | 有电梯,255,罗冲围,单价34423元/平米
汇侨新城北区  | 2室2厅 | 70平米 | 北 | 其他 | 有电梯,203,新市,单价29000元/平米
光大花园  | 3室1厅 | 89.63平米 | 北 | 其他,470,工业大道北,单价52438元/平米
雅居乐城南源著  | 3室2厅 | 96.25平米 | 西南 | 毛坯,305,沙湾,单价31689元/平米
富力天朗明居S区  | 2室1厅 | 72.89平米 | 东 | 简装 | 有电梯,310,棠下,单价42530元/平米
碧翠苑  | 3室1厅 | 77.02平米 | 东南 | 其他 | 无电梯,245,麓景,单价31810元/平米
尚领时代  | 2室2厅 | 79.27平米 | 东南 | 精装 | 有电梯,330,金碧,单价41630元/平米
名门大厦  | 4室2厅 | 151平米 | 东南 | 其他 | 有电梯,800,珠江新城西,单价52981元/平米
蓝色康园  | 3室2厅 | 111.47平米 | 南 | 精装 | 有电梯,680,滨江东,单价61003元/平米
小北路挞子大街  | 2室1厅 | 69.07平米 | 西南 | 其他,360,小北,单价52122元/平米
保利香槟花园  | 4室2厅 | 150平米 | 北 | 精装 | 有电梯,1070,珠江新城西,单价71334元/平米
景泰新村景泰西三巷  | 2室1厅 | 59平米 | 东南 | 其他 | 无电梯,170,广园路,单价28814元/平米
水韵蓝湾南区  | 2室2厅 | 70平米 | 北 | 其他 | 有电梯,165,沙湾,单价23572元/平米
汇侨新城南区  | 2室1厅 | 66.43平米 | 东 | 其他 | 无电梯,170,新市,单价25591元/平米
广州富力城  | 3室2厅 | 93平米 | 北 | 其他 | 有电梯,250,黄石路,单价26882元/平米
城市假日园  | 3室1厅 | 86平米 | 东北 | 简装 | 有电梯,380,东圃,单价44187元/平米
金迪城市花园  | 2室1厅 | 62平米 | 北 | 简装 | 有电梯,186,机场路,单价30000元/平米
三角楼  | 2室1厅 | 53平米 | 北 | 简装,150,区府,单价28302元/平米
南岸路  | 3室1厅 | 66.67平米 | 南 | 其他,150,南岸路,单价22499元/平米
翠馨华庭  | 2室1厅 | 39平米 | 东南 | 简装 | 有电梯,168,广州大道南,单价43077元/平米
祈福新村倚湖湾倚湖街  | 2室2厅 | 81.68平米 | 南 北 | 其他,245,祈福,单价29996元/平米
祈福新村湖景居  | 2室2厅 | 58.7平米 | 南 | 其他 | 无电梯,155,祈福,单价26406元/平米
逸景翠园  | 3室2厅 | 82.33平米 | 北 | 其他,378,广州大道南,单价45913元/平米
景泰新村景泰直街  | 2室1厅 | 48.63平米 | 南 北 | 简装,135,广园路,单价27761元/平米
东方都会广场  | 2室2厅 | 54.35平米 | 南 | 简装 | 有电梯,400,天河公园,单价73598元/平米
南晓苑  | 3室2厅 | 116平米 | 南 北 | 简装 | 无电梯,350,新港西,单价30173元/平米
翡翠绿洲森林半岛  | 3室2厅 | 123平米 | 南 北 | 精装 | 有电梯,265,新塘,单价21545元/平米
广地花园  | 3室2厅 | 104平米 | 西北 | 简装 | 无电梯,270,华南,单价25962元/平米
白云大道南  | 3室2厅 | 122.68平米 | 南 北 | 简装,348,白云大道南,单价28367元/平米
万科峯境  | 3室2厅 | 94.5平米 | 东 | 其他,570,白云大道南,单价60318元/平米
晓南二街海运局宿舍  | 2室1厅 | 88.85平米 | 东南 | 简装 | 有电梯,325,新港西,单价36579元/平米
晓南二街海运局宿舍  | 2室1厅 | 79.76平米 | 西南 | 精装 | 有电梯,315,新港西,单价39494元/平米
碧桂园凤凰城凤仪苑  | 4室2厅 | 137平米 | 西北 | 其他 | 无电梯,258,新塘,单价18833元/平米
东华东路德安新街  | 3室1厅 | 94平米 | 南 北 | 简装,350,东川路,单价37235元/平米
华南碧桂园翠山蓝天苑  | 3室2厅 | 101平米 | 北 | 精装 | 有电梯,350,华南,单价34654元/平米
南景园  | 2室2厅 | 75.81平米 | 北 | 精装 | 有电梯,340,江燕路,单价44849元/平米
小北路丹桂里  | 1室1厅 | 36平米 | 西北 | 其他 | 无电梯,250,小北,单价69445元/平米
骏景花园  | 2室2厅 | 74平米 | 南 | 其他 | 有电梯,385,棠下,单价52028元/平米
春江花园  | 2室2厅 | 85.78平米 | 北 | 精装 | 有电梯,310,棠下,单价36139元/平米
富力现代广场  | 2室1厅 | 78.43平米 | 西南 | 简装 | 有电梯,370,工业大道北,单价47176元/平米
祈福新村翠怡居  | 3室2厅 | 83.26平米 | 北 | 其他 | 无电梯,232,祈福,单价27865元/平米
光扬大厦  | 3室1厅 | 72.72平米 | 北 | 简装,168,人民路,单价23103元/平米
红盾大厦  | 2室1厅 | 97.75平米 | 东 | 其他 | 有电梯,500,天河南,单价51151元/平米
竹园小区  | 3室2厅 | 78.26平米 | 南 北 | 其他 | 无电梯,275,白云大道南,单价35140元/平米
兰兴苑  | 2室2厅 | 85.15平米 | 东南 | 精装 | 无电梯,250,茶滘,单价29360元/平米
芳草阁  | 2室2厅 | 120平米 | 东北 | 精装 | 有电梯,570,农讲所,单价47500元/平米
芳草园  | 2室2厅 | 92.1平米 | 西南 | 简装 | 有电梯,800,天河北,单价86863元/平米
玥秀轩  | 2室1厅 | 56.03平米 | 东 | 其他 | 无电梯,315,小北,单价56220元/平米
侨诚花园夏晖苑  | 2室1厅 | 52.7平米 | 西南 | 其他 | 无电梯,165,金碧,单价31310元/平米
富力半岛花园  | 3室1厅 | 83平米 | 东南 | 简装 | 有电梯,315,罗冲围,单价37952元/平米
尚德大厦  | 1室0厅 | 50平米 | 东南 | 精装 | 有电梯,300,龙口东,单价60000元/平米
红山派出所宿舍  | 2室2厅 | 84平米 | 南 北 | 精装,208,区府,单价24762元/平米
华景新城泽晖苑  | 2室2厅 | 86.44平米 | 东北 | 精装 | 有电梯,470,华景新城,单价54373元/平米
西城路8街  | 2室1厅 | 68平米 | 南 | 其他,110,市桥,单价16177元/平米
鸿城花园  | 3室2厅 | 107.93平米 | 东南 | 简装 | 有电梯,260,市桥,单价24090元/平米
新光城市广场  | 1室1厅 | 37平米 | 东南 | 简装 | 有电梯,170,陈家祠,单价45946元/平米
南景园  | 3室1厅 | 94.94平米 | 南 北 | 简装 | 有电梯,410,江燕路,单价43186元/平米
芳村花园  | 3室1厅 | 108.86平米 | 东北 | 精装 | 有电梯,390,龙溪,单价35826元/平米
东苑小区  | 3室2厅 | 99.15平米 | 西北 | 其他 | 有电梯,312,区府,单价31468元/平米
竹丝岗四马路  | 2室1厅 | 78.54平米 | 南 | 简装 | 无电梯,310,东山口,单价39471元/平米
天誉华庭  | 3室2厅 | 150.85平米 | 南 | 简装 | 有电梯,1026.8,龙口西,单价68068元/平米
香江苑  | 2室1厅 | 83平米 | 南 | 其他 | 无电梯,220,机场路,单价26507元/平米
亚运城媒体南村  | 2室2厅 | 77.05平米 | 北 | 其他,215,亚运城,单价27904元/平米
丽江花园丽荃楼  | 2室1厅 | 70.5平米 | 西北 | 其他 | 无电梯,190,南浦,单价26951元/平米
